mag,lat,lng
1.13,-122.8081665,38.8223343
4.6,81.9193,33.6666
1.04,-122.7406693,38.8083344
2.05,-122.0235,37.9738333
0.99,-122.7683334,38.7869987
1.45,-121.4006667,36.742
1.15,-122.7271652,38.7845001
1.57,-66.9933333333333,17.9558333333333
1.22,-118.2991667,35.5243333
2.14,-118.7801667,37.5198333
1.76,-179.0825,51.4456666666667
2.88,-155.421,19.2003333333333
5,-175.9215,-27.0801
1.3,-150.8624,61.8374
5.1,-175.9624,-27.2215
1.78999996,-155.436828613281,19.1856670379639
2.35,-66.8175,17.9348333333333
2.29,-163.562666666667,54.658
1,-112.7308333,47.4383333
2.27999997,-155.501007080078,19.1798324584961
1.19,178.312,52.045
2.25,-155.574,19.8005
2.13000011,-155.473007202148,19.1660003662109
1.35,-116.4286667,33.4158333
1.18,-116.5526667,33.1245
1.9,-152.8739,59.4829
1.15,-116.446,34.3066667
1.45,-117.4755,35.6685
1.6,-150.5959,60.8461
1.19,-122.8554993,38.8271675
2.54,-67.0846666666667,17.9533333333333
1.4,-150.389,63.2236
0.99,-122.7584991,38.7949982
1.6,-151.3199,62.4291
3.1,-115.2854,38.0896
2.2,-150.791,63.085
0.98,-116.8971667,33.51
1.9,-148.1093,65.3866
2.37,-66.9361666666667,17.9495
4.01,-68.725,18.561
0.95,-110.7421667,43.5121667
1.75,-114.676,44.2651667
1.2,-152.3104,61.3013
2.04,-67.0781666666667,17.9378333333333
1.44,-121.551,45.86416666666667
2.15,-66.955,17.891
2.07,-67.0303333333333,17.9865
1.26,-116.7213333,33.6953333
2.37,-66.928,17.9428333333333
1.98,-66.7463333333333,17.9521666666667
1.8,-110.2828333,39.4123333
1.26,-121.1246667,36.5445
3.3,-66.6386666666667,18.8831666666667
3.7,26.4407,-26.8162
1.24,-117.7053333,35.985
1.89,-110.313,39.4225
2.82,-114.9261667,32.0253333
2.04,-66.9848333333333,18.037
2.14,-110.3036667,39.4146667
4.3,27.3628,-5.6938
1.78,-118.0626667,36.1328333
1.38,-117.487,33.8465
1.56,-110.3156667,39.4231667
1.1,-153.0629,60.0729
1.61,-122.39,47.37133333333333
1.3,-115.9953333,32.8608333
1.3,-123.38966666666667,48.48733333333333
2,-151.3665,60.7583
1.73,-110.2971667,39.4145
1.67,-120.0945,36.315
5.1,-70.1823,-17.0199
2.1,-146.6429,61.4535
1.9,-148.3016,62.4213
1.07,-122.7160034,38.7576675
1.6,-149.9073,65.4501
1.95,-115.1668333,44.3516667
2,-110.3068333,39.4175
4.3,-91.1075,13.7799
2.06,-67.0638333333333,17.9413333333333
1.76,-110.3048333,39.4158333
4.3,-68.9829,-20.5776
2.45,178.285333333333,52.0101666666667
1.4,-116.8848333,34.3413333
1.57,-155.467833333333,19.2193333333333
2.14,-155.470169067383,19.1801662445068
1.09,-121.3545,36.7085
2.71,-155.3975,19.2176666666667
1.6,-150.8963,62.8721
1.17,-97.51816667,36.28816667
1.49,-117.6066667,35.7938333
1.8,-153.1498,59.6197
4.2,-177.5766,-18.6423
1.1,-117.527,35.6938333
5.1,68.6665,-5.2801
2.73,-155.2385,19.3593333333333
1.6,-155.485833333333,19.1276666666667
1.73,-121.1518333,36.5598333
1.75,-110.306,39.4225
2.7,-65.8951666666667,19.0808333333333
1.43,-66.939,17.942
1.51,-67.1566666666667,18.1313333333333
1.4,-153.1778,59.7867
1.6,-150.9794,61.0233
1.12,-110.4501667,44.285
2.6,-115.2057,44.3385
1.9,-66.569,47.0125
1,-117.8276,38.1695
1.7,-150.4668,63.2215
4.7,141.7351,30.7229
3.3,-168.1827,52.3599
5.7,-95.4592,18.1759
1.6,-110.3108333,39.4188333
1.2,-151.7744,62.0445
2.1,-152.1878,59.8954
1.73,-115.1255,44.2901667
2.28,-66.8611666666667,17.8913333333333
1.03,-122.7285,38.753
4.9,70.5643,36.1421
1.53,-122.7291667,38.7538333
1.6,-149.331,62.5618
1.17,-122.7626648,38.7868347
1.18,-119.3141667,34.4231667
5.1,-177.8946,-30.0394
1.56,-110.4488333,44.289
1.61,-66.9003333333333,18.0476666666667
1.6,-150.6223,61.3843
1.19,-110.448,44.287
1.8,-151.2432,60.4837
1.14,-112.8505,37.8433333
0.99,-122.7815018,38.7938347
1.1,-150.7299,63.5866
1.87,-155.431167602539,19.201000213623
1.6,-152.8721,60.1373
1.32,-117.2455,34.036
2.74,-67.0811666666667,17.8556666666667
2.16,-119.5441667,38.5296667
1.8,-151.3934,59.418
2.3,-147.7774,62.65
4.9,-176.8208,-30.1658
3.75,-64.753,19.0873
1.84,-119.8565,34.4611667
1.92,-112.2353333,38.2326667
1.06,-122.7605,38.7896667
1.16,-122.7874985,38.8153343
1.2,-177.838333333333,51.8638333333333
1.15,-122.8014984,38.784832
1.17,-122.7703323,38.8061676
1.21,-122.779,38.7948333
1.28,-122.7648333,38.7913333
2.2,-122.7646667,38.7916667
1.24,-122.7805,38.7938333
1.46,-122.7805,38.8023333
3.78,-122.7581667,38.7805
4.9,-87.7538,12.3391
1.04,-123.0998333,39.4328333
1.72,-122.8928333,39.4076667
1.33,-117.9843333,34.2661667
2.3,-66.8568333333333,17.9661666666667
1.83000004,-155.400665283203,19.2374992370605
2.35,-118.291,37.2398333
1.1,-140.3718,61.1725
2.62,-66.7558333333333,18.0093333333333
1.59,-121.3488333,37.361
2.3,-152.5266,59.0857
1.04,-116.8681667,34.0368333
1.45,-115.6178333,33.1458333
4.8,-67.5252,-27.3809
1.25,-98.73333333,36.48583333
1.43,178.330333333333,52.0405
1.09,-117.6636667,35.8685
1.19,-121.0553333,36.4801667
4.3,95.0158,29.9102
2.98,178.242,51.9198333333333
1.18,-116.8765,33.3785
2.01999998,-155.475997924805,19.1679992675781
1.79,-110.2765,39.4141667
3.51,178.244833333333,51.9713333333333
2.7,-126.3114,41.4672
1.93,-84.4858333,35.2576667
1.81,-98.25983333,36.67533333
4.3,120.6881,15.608
1.8,-152.0662,59.5
5,-78.5575,9.9735
2.26,178.281833333333,51.9981666666667
2.1,-151.4096,63.0986
1.6,-149.9106,61.4994
1.23,-97.51333333,36.28966667
1.55,-110.3115,39.4253333
3.2,-67.2355,18.6178333333333
1.85000002,-155.373840332031,19.2205009460449
1.44,-121.5143333,36.7951667
1.3,-150.5864,63.2742
4.03,-64.8691,19.425
4.5,99.9982,0.0543
2.23,-155.664166666667,19.4891666666667
1.09,-121.3736667,36.7243333
1.49,-123.5931667,39.1585
1.13,-97.582,34.99483333
2.42,-67.0673333333333,17.9643333333333
1.1,-146.9783,64.6963
1.68,-155.432833333333,19.1766666666667
1,-119.5284,38.5495
2.25,-155.428665161133,19.2271671295166
1,-119.5222,38.5503
1.99000001,-155.472839355469,19.2116661071777
2.16,-67.0028333333333,17.9341666666667
2.51,-115.2151667,44.4518333
1.95,-67.0041666666667,17.9531666666667
1.6,-150.1184,61.3726
2.1,-151.4889,62.4646
1.49,-98.7915,36.44616667
1.27,-122.8166667,38.8155
4.6,-70.4741,-33.5158
4.4,129.2461,-6.9689
4.3,-62.2222,11.2353
4.6,126.6332,26.8407
1.51,-98.79083333,36.44733333
1.75,-155.489501953125,19.1634998321533
1.74,-110.3126667,39.4198333
4.7,160.4792,53.3488
4.6,123.6236,0.0016
1.02,-96.66716667,34.797
1.01,-118.5893333,37.4018333
1.22,-116.5453333,34.4146667
3.84,-64.6243,19.2675
2.8,-103.8497775,31.99610752
0.97,-118.8408333,37.4675
1.4,-141.724,59.9559
1.16,-177.789666666667,51.9075
1.05,-117.9223333,36.1491667
2.24,-155.236166666667,19.699
1.53,-84.2393333,35.4786667
1.52,-110.3083333,39.4193333
4.3,-104.7606,15.4553
2.4000001,-155.486663818359,19.1714992523193
0.97,-122.7908325,38.8063316
1.91,-110.3135,39.4218333
2.33,-66.7443333333333,17.9373333333333
1.79,-110.3065,39.4181667
1.3,-139.9714,61.0691
5,-83.1799,-42.6203
1.25,-118.7725,37.5161667
0.98,-110.3231667,39.4248333
1.2,-148.4496,63.1772
1.6,-147.5026,60.5511
1.52,-116.454,48.1671667
1.3,-118.9008,38.3682
2.23,-119.5325,38.5403333
1.5,-119.5312,38.5201
1.8,-148.8075,64.0356
1.7,-151.864,61.6258
2.04,-117.6656667,35.0428333
1.44,-122.46033333333334,45.812666666666665
4.6,-176.0282,-20.055
1.1,-112.2016667,38.5525
5,131.4612,-0.6056
1.07,-117.462,34.1631667
1.9,-149.1187,61.9065
1.59,-115.0023333,33.0633333
1.3,-145.3158,63.3132
4.9,146.3381,-3.396
2.73,-115.5431667,33.8533333
5.5,152.2002,-4.9103
1.92,-110.3083333,39.4246667
1.56,-121.93616666666667,48.087666666666664
1.58,-110.459,44.6648333
2.08,-120.51533333333333,49.391
1.47,-122.8235,38.8381667
1.5,-149.4928,61.2805
2.3,-151.39,62.0638
1.33,-98.73283333,36.48283333
1,-152.0004,62.7173
1.99,-110.4613333,44.665
1.49,-122.725,38.764
1.49,-112.238,38.5546667
1.3,-146.7523,61.3805
3.01,-156.271,19.858
1.79,-176.587833333333,51.8855
1.85000002,-155.394836425781,19.1991672515869
4.3,-82.7812,-42.5595
3.15,-155.506833333333,19.174
2.3499999,-155.396331787109,19.2051658630371
5.4,-16.9871,0.1599
2.98,-66.6298333333333,18.4871666666667
1.84000003,-155.375671386719,19.1571674346924
3,39.4532,43.6332
1.63,-121.993,37.8383333
4.3,126.4352,26.7651
1.77,-110.3046667,39.4213333
4.4,130.6508,-6.7031
4,-71.8878,-32.2615
4.5,135.5213,-3.6867
1.3,-150.5888,64.1223
2.83,-119.4486667,38.5778333
4.3,126.5331,27.0071
1.6,-149.9452,60.7182
1.43,-155.415,19.1925
2.2,-121.1331667,35.6941667
4.3,-178.1777,-17.9715
1.64,-67.0145,17.9465
1.26,-116.316,34.0366667
1.78,-110.3131667,39.4225
1.11,-109.7533333,44.6453333
1.4,-117.8359,38.163
1.87,-110.3151667,39.4223333
1.54,-155.440166666667,19.1391666666667
1.49,-115.5853333,33.0618333
1.06,-115.5298333,32.9333333
5.1,-177.9131,-29.9863
1.72,-155.449005126953,18.950834274292
1.08,-122.8054962,38.8408318
1.46,-117.5741667,35.6278333
1.4,-149.2584,60.934
4.3,-179.7255,-31.651
4.4,167.5175,-17.8077
1.17,-122.8088303,38.8330002
1.35,-122.8036667,38.8215
4.9,155.7967,49.4744
1.63,-110.305,39.4193333
1.22,-121.135,36.568
1.61,-110.3153333,39.4213333
1.4,-147.7428,63.5195
1.71,-110.3001667,39.4178333
2.2,-150.706,60.2577
1.18,-122.7645035,38.8219986
1.3,-149.6942,61.7964
3.28,-66.0946,18.3508
1.26,-117.5543333,35.6463333
1.06,-116.9478333,34.2311667
1.5,-149.9549,62.87
1.05,-89.5403333,36.3163333
1.3,-117.6395,37.3313
1.39,-66.9213333333333,17.9753333333333
2.14,-65.4273333333333,18.0388333333333
1.4,-150.6613,63.7198
2.13,-66.8551666666667,17.9311666666667
1.35,-122.8808333,38.7708333
5.5,-177.6706,-30.0922
1.6,-150.5116,63.0052
1.2,-144.4264,63.1557
2.53,-66.8125,17.9841666666667
2.72,-66.9548333333333,18.023
1.65,-155.501166666667,19.1785
1.17,-122.8043365,38.8288345
1.3,-147.3763,61.3528
1.02,-122.8246689,38.8084984
2.6,-163.4395,54.5319
1.6,-147.2498,61.0093
0.97,-122.8213348,38.8364983
1.7,-148.2773,63.8864
6.6,-177.771,-30.0581
1.9,-152.2325,62.1343
1.45,-123.234,39.349
2.7,-144.0075,66.4033
2.1,-110.455,44.2831667
1.04,-110.4501667,44.285
1.44,-118.6946667,35.1865
1.16,-122.7894974,38.821167
2,-118.2345,33.5918333
1.4,-152.738,59.9378
1.1,-118.5735,38.0764
1.29,-118.811,35.9463333
1.2,-153.2914,63.5375
3.15,-66.5701666666667,18.9415
5,-24.9371,-58.4725
1.75,-155.389495849609,19.2049999237061
1.4,-120.7951667,35.4896667
1.2,-119.5242,38.5138
0.96,-122.7659988,38.8226662
1.4,-150.789,61.6427
1.35,-121.3698333,36.695
2.42,-66.8165,17.9363333333333
2.11999989,-155.477828979492,19.1574993133545
2,-66.8168333333333,17.9336666666667
1.6,-152.1704,61.922
3.8,-147.2706,60.976
5,-173.584,-18.3624
2.06,-155.45182800293,19.191333770752
3.54,-66.6015,19.0548
5.2,69.7992,35.5553
1.55,-122.7645,38.8223333
1.33,-120.3576667,34.8271667
1.6,-151.0663,61.9803
1.14,-115.597,33.0501667
4.11,-66.6275,19.1213
1.03,-118.5961667,34.2436667
3.44,-112.2125,38.5848333
1.6,-152.0775,62.6481
1.07,-98.73516667,36.48383333
1.8,-117.9385,38.1603
1.3,-151.0313,61.6624
1.17,-117.6708333,35.9886667
1.2,-152.4927,59.5686
1.6,-110.3073333,39.4236667
1.4,-117.8229,38.1706
1.4,-150.994,61.6144
1.8,-143.646,60.741
4.5,130.0637,-6.2638
1.96,-66.7513333333333,17.9795
1.6,-151.9275,62.5845
1.99000001,-155.384170532227,19.1909999847412
1,-122.7983322,38.7983322
2.22000003,-155.397827148438,19.218334197998
5,171.989,-23.4094
1.62,-121.582,36.8488333
1.79,-110.2883333,39.4165
1.83,-66.9638333333333,17.9466666666667
1.45,-110.4445,44.276
1.69,-110.4571667,44.2835
1.33,-122.8035,38.7898333
1.3,-153.0819,59.7735
1.4,-147.4098,60.5127
4.9,139.0356,-3.3074
1.9,-147.3978,60.5265
4.3,-69.602,-18.5808
1.4,-147.5601,63.4932
1.1,-156.2067,67.3248
1.4,-151.2829,62.5573
1.9,-149.0623,61.9572
1.11,-120.6148333,36.0498333
1.19,-163.571333333333,54.6608333333333
2.01,-110.453,44.2766667
1.3,-146.5638,61.4627
1.92,-121.4276667,36.8331667
2.49,-155.408333333333,19.4863333333333
5.4,-19.7924,-0.461
1,-110.4558333,44.2818333
1.08,-117.7138333,34.1661667
2.4,-148.6068,62.3698
1.51,-155.422666666667,19.2268333333333
1.4,-152.7681,59.502
1.57,-110.303,39.4186667
1.11,-122.7915,38.8048333
1.4,-119.4863,38.5061
4.7,-76.3806,-14.2617
1.08,-97.2905,35.82666667
2.25,-66.9201666666667,18.0016666666667
1.51,-66.8941666666667,18.0426666666667
4.8,148.6145,43.9375
1.47,-155.392666666667,19.1795
1.23,-122.2536667,37.8795
2,-150.817,59.9587
1.11,-122.1163333,37.695
4.5,148.6581,43.8379
1.48,-110.4598333,44.2875
1.6,-150.8374,64.7301
1.5,-147.6376,63.6009
1.1,-149.8374,61.7326
2.28,-117.8248333,36.4448333
4.6,57.6004,28.2698
1.4,-149.255,61.8825
1.8,-151.7604,62.9926
2.22,178.352666666667,52.0356666666667
1.27,-166.859166666667,53.9113333333333
1.1,-150.1685,61.2379
1.04,-110.4525,44.2761667
2.3,-165.8085,54.4584
1.49,-110.299,39.4153333
1.48,-122.7616667,38.7883333
1.84,-122.7613333,38.7886667
1.79,-66.9053333333333,18.025
2.23,-110.4533333,44.2803333
2.07,-155.229666666667,18.8778333333333
3.38,-115.3621667,31.4233333
1.1,-67.1156666666667,17.9488333333333
2.83,178.356333333333,52.0323333333333
1.23,-110.4571667,44.2825
0.98,-117.4443333,35.6423333
1.38,-66.7651666666667,18.0578333333333
2.18,-155.395660400391,19.2334995269775
3.52,-64.9526,19.7256
1.6,-148.7666,64.0492
1.3,-123.20566666666667,47.338166666666666
1.26,-110.3158333,39.423
4.4,148.5291,44.0146
2.3,-152.2101,61.0328
1.57,-110.3008333,39.4168333
4.6,148.5687,43.8471
1.7,-117.7418,38.193
1.7,-117.7424,38.188
2.7,-146.852,61.2744
1.91,-110.3071667,39.4221667
2.00999999,-155.395660400391,19.2229995727539
4.8,95.7833,35.8151
1.33,-117.6768333,35.0495
2.03,-118.9871667,34.2835
1.95,-66.82,17.9256666666667
1.6,-147.4884,65.0058
1.8,-151.4246,60.7792
1.2,-151.1685,62.4556
1.42,-121.1355,36.5806667
5,144.2345,12.1862
0.97,-116.9986667,33.4181667
1.37,-122.8176667,38.8096667
4.3,148.7652,43.3612
1.5,-148.7121,62.3215
3.41,-67.276,19.1516666666667
1.7,-138.9328,59.3826
1.2,-118.1901667,34.996
1.5,-142.9867,60.3297
1.7,-97.197,35.98666667
2,-152.7659,59.4256
1.4,-140.1436,60.3523
5.2,174.1191,52.3501
1.44,-111.7331667,45.0801667
1.77,-114.9948333,33.0561667
1.11,-120.7326667,35.6105
