mag,lat,lng
1.57,-116.9381667,33.965
1.1,-110.9463333,44.4783333
1.83000004,-155.476501464844,19.1586666107178
5.5,-68.8277,-28.5653
1.4,-149.7257,64.6209
1.71,-115.1823333,44.4325
4.6,29.8224,-0.1512
1.6,-146.5092,61.7362
1.8,-147.3022,63.4122
0.97,-122.7941666,38.8195
1.46,-115.5741667,33.2236667
1.28,-116.7541667,33.8193333
1.19,-116.7531667,33.8223333
2.2,-66.8975,17.9205
2.23,-66.866,18.1546666666667
1.06,-117.1586667,34.0286667
1.79,-118.8428333,37.4945
1.1,-122.817337,38.8330002
1.47,-122.8045,38.8336667
5.1,-179.4665,-30.8988
1.90999997,-155.499328613281,19.1685009002686
2.45,-155.962666666667,19.5815
1.68,-122.804,38.8328333
1.39,-112.4426667,38.0871667
1.89999998,-155.414337158203,19.2369995117188
1.6,-177.4664,51.8535
1.4,-146.134,61.5581
1.51,-117.1565,34.0235
2.33999991,-155.504669189453,19.1791667938232
1.03,-116.8231667,33.7143333
1.1,-116.8263333,33.7155
4.5,167.4907,-45.0699
2.04,-66.9431666666667,17.952
1.08,-116.9005,33.3246667
1.5,-149.7529,64.6237
1.03,-110.2601667,44.6141667
2.7,-155.8532,56.5571
2.29,-66.9583333333333,17.9481666666667
1.3,-150.3192,63.0246
2.14,-122.744,38.7818333
2.69,-122.745,38.7798333
1.49,-174.253,52.0465
1.6,-151.5716,61.4448
1.76999998,-155.40299987793,19.2436676025391
0.95,-122.8103333,38.838665
4.5,122.2398,24.843
0.97,-117.5646667,36.027
5.5,-95.0836,16.9706
2.9,-104.4148741,31.68038997
2.16,-118.3205,34.3695
1.19,-122.855835,38.8230019
1.86,-66.9476666666667,17.9741666666667
1.95,-117.4856667,34.206
1.63,-119.2986667,37.385
5,-176.3623,-22.5851
4.7,-29.1677,40.6814
4,-69.041,-21.3949
1.6,-152.497,59.392
2.09,-67.0195,17.9516666666667
1.90999997,-155.475997924805,19.167667388916
1.1,-67.2579,44.641
2.8,-152.089,62.1441
1.59,-122.8165,38.8066667
5.1,130.1198,28.0138
2.06,-66.91,17.9616666666667
1.54,-121.296,35.774
1.76,-117.639,35.8331667
1.08,-95.5285,35.11066667
1.4,-147.2949,64.9172
1.4,-147.9671,65.2343
1.22,-117.4588333,35.6386667
1.19,-122.8563309,38.8260002
1.41,-122.8545,38.827
1.85000002,-155.476669311523,19.1548328399658
1.7,-122.8546667,38.827
1,-112.0663333,41.676
2.12,-66.8975,17.9456666666667
2,-149.4711,63.2665
1.18,-116.2488333,34.7113333
1.84,-121.0718333,36.4958333
2.24000001,-155.481170654297,19.1453342437744
4.8,126.0575,3.5839
1.13,-122.7105026,38.7683334
3,-155.3058,55.4716
1.09,-116.7878333,33.6838333
0.99,-122.793335,38.8073349
1.23,-117.5621667,36.03
5,-173.7901,-21.6167
1.31,-121.0631667,36.6188333
2.04999995,-155.470169067383,19.1916675567627
1.2,-118.3758,38.2474
1.5,-145.4025,63.3545
1.8,-121.6885,37.5255
1.25,-117.5963333,35.7811667
1.85,-119.019,34.1155
3.8,138.8724,-35.0915
2,-151.3892,62.6356
2.55,-66.8876666666667,18.0091666666667
1.84000003,-155.474670410156,19.1648330688477
4.5,-174.2584,-16.8919
1.1,-121.1215,36.6221667
1.54,-89.4793333,36.2705
1.93,178.452166666667,52.0575
4.5,145.0394,13.8269
1.53,-177.4745,51.8583333333333
1.02,-117.1561667,34.0236667
1.47,-117.156,34.0253333
1.99,-66.7561666666667,18.14
1.18,-117.1576667,34.0336667
3.44,178.2805,51.9811666666667
1.12,-98.73566667,36.478
1.44,-117.1558333,34.0268333
2,-150.794,62.9904
1.86,-67.014,17.9765
1.8,-151.1158,62.561
4.2,-66.8189,-22.8227
1.01,-122.19066666666667,46.19716666666667
2.4,-159.6537,54.4625
1.15,-116.3848333,33.3455
3.74,-65.5498,19.5378
1.90999997,-155.472671508789,19.1838340759277
1.9,-153.012,60.1362
1.54,-117.119,34.3101667
2.1,-150.7965,60.5176
1.08,-122.7448349,38.7791672
1.7,-148.7396,64.824
1.24,-97.20016667,35.99266667
2.02,-155.592834472656,19.406665802002
1.1,-116.5498333,33.9783333
1.13,-122.7963333,38.8158333
1.6,-147.2911,63.5865
2.3,-155.470169067383,19.179666519165
2,-117.6103,39.2143
2,-153.5155,59.3858
2.9,-115.0848,44.2391
1.6,-152.7378,63.5073
1.3,-150.5984,63.2108
2.6,-115.0934,44.2717
4.8,127.1281,1.368
1.6,-151.2099,61.5862
3.22,-121.1181667,36.5286667
0.97,-122.8291667,38.8115
4.09,-65.1033,19.0103
2.24,-67.2451666666667,18.1388333333333
4.5,101.6785,22.3188
1.1,-117.8823,38.1836
5.1,99.0195,2.6736
1.8,-145.35,63.332
1.1,-118.9326667,34.8373333
1.8,-149.7105,60.6053
1.05,-117.6515,33.8048333
1.57,-66.997,17.9425
1.21,-122.7996667,38.826
1.89999998,-155.433334350586,19.2418327331543
2.3,-66.8386666666667,17.9618333333333
1,-117.8742,38.1618
1.1,-117.8925,38.1625
1.79,-66.8835,17.8916666666667
5.5,95.0557,4.6572
2.02,-115.0788333,44.1928333
1.88,-67.0008333333333,17.9493333333333
1.7,-152.3339,59.7911
2.03,-115.0835,44.1983333
1.34,-117.1576667,34.0291667
1.5,-149.8765,61.5444
1.56,-118.3928333,35.5148333
1.02,-121.3801667,36.721
1.17,-112.21,38.5515
1.04,-117.1593333,34.0281667
2.16,-66.8166666666667,17.9186666666667
3.27,-118.384,35.5136667
2.21,-66.8621666666667,17.9766666666667
2.53,-120.6948333,36.527
1.38,-117.1561667,34.0293333
2.2,-141.0164,61.5656
1.82000005,-155.480499267578,19.19700050354
1.45,-117.157,34.0268333
1.9,-150.645,63.3052
1.67,-117.8716667,36.1208333
1.3,-150.2186,63.177
1.95,-115.5308333,32.6935
1.6,-115.5328333,32.7018333
4.4,-178.1984,-18.0148
0.97,-117.1545,34.0273333
3.02,-155.524,19.198
2.16,-66.8948333333333,17.9268333333333
2.55,-66.8341666666667,18.0081666666667
2.13000011,-155.47233581543,19.1625003814697
1.04,-116.7391667,33.828
1.1,-117.1581667,34.0286667
1.25,-117.1573333,34.0283333
1.21,-116.7408333,33.8301667
2.1,-152.2718,60.2358
1.8,-147.0658,63.5198
2.1,-174.8158,51.5737
5.1,-74.1236,-10.56
1.85000002,-155.51432800293,19.1900005340576
1.2,-150.7121,61.9707
2.1,-143.552,62.8831
1.05,-117.1561667,34.0253333
1.25,-116.3366667,33.2645
1.6,-117.9106,38.1569
2.1099999,-155.378326416016,19.1446666717529
2.9,-148.9435,63.4768
1.5,-117.5816,37.2735
1.3,-117.6548333,33.8065
1.4,-121.0215,36.4205
1.3,-118.4316,38.0642
1.3,-150.347,62.9522
2.04999995,-155.473999023438,19.1593341827393
1.62,-121.1333333,35.6933333
1.52,-116.9361667,33.9516667
1.88,-110.3323333,43.1655
2.1,-149.7363,62.2999
1.08,-117.7278333,35.9165
1.1,-118.3606,38.2378
1.16,-176.5995,51.8808333333333
2,-153.9754,59.5634
1.65,-118.8215,34.5523333
5,-23.7089,-58.4502
1.29,-95.52383333,35.09983333
1.99,-115.2265,44.3731667
1.9,-118.3565,38.2558
1.52,-122.7773333,38.7915
2.23,-122.782,38.7931667
1.13,-118.1756667,35.4851667
1.21,-122.8016667,38.8263333
3.3,-104.3210536,31.6625934
1.48,-122.8568333,38.8203333
4.3,-179.9245,-25.2208
1.7,-149.3666,62.4363
4.8,57.2381,-32.8494
2.28,-66.8273333333333,17.9288333333333
1.8,-151.6572,60.125
1.56,-89.5455,36.2976667
1.15,-122.8121643,38.8133316
1.01,-122.8125,38.8144989
1.89,-97.74716667,34.87766667
1,-122.8134995,38.8278351
1,-122.7853317,38.8233337
1,-112.653,41.8338333
4.3,-104.3132288,31.66011153
2,-140.7512,60.185
5.7,-66.0707,-22.4729
3.6,-140.6656,60.0882
1.5,-140.3623,61.1509
1.8,-151.2013,62.2814
2,178.335333333333,52.055
1.80999994,-155.393997192383,19.2153339385986
4.4,34.1719,67.6329
1.24,-112.5928333,45.3125
1.4,-147.2899,64.9242
0.97,-122.7658333,38.8191667
0.95,-122.7643356,38.8183327
4.7,130.6093,-6.9482
1.3,-150.7555,65.8178
1.03,-116.8628333,34.034
1.12,-117.0741667,33.9648333
0.97,-116.372,33.3716667
1.66,-121.063,36.611
1.82,-121.0676667,36.6125
1.94000006,-155.451507568359,19.2110004425049
1.6,-147.508,63.4584
0.97,-116.7796667,33.7236667
2.4,-72.3886,42.581
2.59,-155.511333333333,19.1785
2.02,-122.719,38.7721667
2.44,-66.7551666666667,18.0201666666667
5.1,143.7213,39.6081
1.19,-121.93333333333334,48.111333333333334
1.51,-155.401333333333,19.1901666666667
1.47,178.3785,52.0713333333333
1.98,-121.1131667,36.5288333
1.28,-122.7166667,38.76
1.13,-122.8154984,38.8338318
1.2,-120.3075,35.5701667
1.4,-149.6345,62.3602
4.4,15.6533,38.6187
1.69,-122.31016666666666,49.45166666666667
2.37,-66.8488333333333,17.9613333333333
4.7,143.516,39.6381
1.83000004,-155.483001708984,19.183666229248
2.8,-174.4662,52.01
2.13000011,-155.487167358398,19.1878337860107
1.5,-144.4542,63.1005
1.33,-96.521,35.995
4.3,123.5505,-8.473
1.46,-122.17533333333333,49.326
2.4,-67.025,17.9978333333333
2.38,-155.465835571289,19.175666809082
1.55,-116.0491667,33.0711667
1,-150.7789,61.7738
1.27,-89.5588333,36.6286667
1.03,-120.246,35.6945
1.17,-122.2315,46.9625
1.88,-110.3113333,39.4246667
1.86,-114.989,33.056
1.23,-121.9576667,37.9178333
1.03,-117.48,33.8241667
1.1,-151.3604,63.1326
1.37,-122.7473333,38.7941667
1.28,-118.8758333,37.5
1.12,-117.0381667,34.0388333
1.3,-151.9841,61.4138
1.94,-118.8593333,37.6413333
1,-122.8043365,38.8193321
1.72,-117.4978333,33.8491667
2.12,-117.0356667,34.0363333
1.71,-120.36183333333334,46.99366666666667
4.4,50.1885,32.0947
1.6,-152.0591,60.3166
1.17,-112.0495,45.2926667
1.4,-140.5173,61.1649
1.96,-155.457000732422,19.1831665039062
2.1500001,-155.482330322266,19.1868324279785
2.09,-122.4141667,38.7613333
1.64,178.268333333333,52.0265
5,-25.7697,-57.4719
2.8,-149.8382,62.6269
1.13,-117.4586667,34.1253333
1.78,-80.7381667,34.1481667
1.09,-122.7913361,38.8339996
1.86,-155.460006713867,19.3801670074463
1.9,-149.9091,61.4867
1.01,-112.1746667,41.5106667
1.97,-66.8758333333333,17.9033333333333
1.15,-177.799833333333,51.8611666666667
1.72,-155.405838012695,19.2441673278809
1.12,-122.819664,38.8351669
1.01,-122.123,43.948166666666665
4.9,128.4873,-7.3847
1.2,-110.3145,39.4225
1.84000003,-155.425506591797,19.1333332061768
1.06,-117.1168333,34.0501667
1.03,-112.506,46.8995
3.71,-65.001,19.1323
2.33,-155.421493530273,19.1473331451416
1.3,-151.4672,63.0927
2.37,-115.1955,44.3278333
2.52,-66.933,17.951
4.3,105.2728,-7.2144
1.88999999,-155.408340454102,19.1898326873779
2.8,178.3307,52.0422
1.64,-155.6085,19.469
1.03,-122.817337,38.8330002
1,-121.829,37.5208333
2.1,-96.74766667,35.54283333
1.23,-113.3461667,46.4358333
1.05,-118.8105,37.468
1.9,-150.9106,62.9489
1.73000002,-155.468505859375,19.1630001068115
1.6,-122.8066667,38.836
2.25,-66.8186666666667,18.0438333333333
1.4,-89.5208333,36.4141667
4.4,53.2459,27.1745
2.0300000000000002,-124.05333333333333,44.77
2.34,-155.410995483398,19.2378330230713
2.2,-155.420669555664,19.2448329925537
2.9,-115.2928,38.0772
1.14,-66.8363333333333,17.9835
3.1,-174.0767,52.483
2.17,-174.144,52.3926666666667
3.07,-155.476166666667,19.1601666666667
4.3,124.7809,2.0587
1.88,-155.456832885742,19.175666809082
1.09,-67.0688333333333,17.9816666666667
3.1,-104.0066693,31.59719319
4.4,-71.6968,-29.5079
1.71000004,-155.415161132812,19.2051658630371
1.4,-152.5332,63.4863
5.4,150.7244,-5.305
1.1,-146.6433,64.6982
4.6,96.6081,0.0344
4.3,119.1894,-9.3125
2.1099999,-155.399337768555,19.1988334655762
1.69,-66.8415,17.8035
1.9,-153.0926,59.1338
2.02,-67.0173333333333,17.9463333333333
1.5,-121.0958333,36.541
1.4,-148.6322,63.8643
1.61,-115.5421667,33.8475
1.5,-150.2011,61.2311
2,-150.6083,63.2346
1.9,-149.621,62.5519
1.19,-122.2535,37.8746667
2.29,-155.398834228516,19.2423324584961
4.2,129.1661,-7.0835
4.3,-77.8781,5.6396
1.07,-122.8280029,38.8398323
4.2,177.3249,51.6246
1.3,-149.4365,64.5714
5,-175.9766,-27.0552
2.58,-67.1171666666667,17.9285
1.06,-117.6695,35.8676667
2.54,-66.7451666666667,18.011
1.03,-117.669,35.8666667
1.32,-112.9655,46.954
